wid,d1,d2,θ1,θ2,T1,T2,θ_prun,neglogl
w96b09fe,6.954808179961777e-5,0.0003643539125665479,1.0726306152343748,1.154083251953125,1918.1335449218752,1050.5432128906252,0.7720776367187501,197.43419462001816
w9ff051d,8.429100850284525e-8,0.0007673787445863527,0.7039486694335938,1.0489743041992186,2794.7006225585938,1286.122131347656,0.665367431640625,251.74115434069728
wdcfc216,0.0001014723354962975,2.7631613784546412e-5,0.663192138671875,0.24614013671875,1763.8305664062502,1273.7487792968752,0.63841796875,156.9101663460527
w4a3c9b0,9.214622311163226e-5,0.0009997189622166602,1.2008218383789062,0.7805975341796875,793.3715820312499,1339.7399902343748,1.6931027221679684,208.48930161461325
wde62b3d,5.533379971267861e-5,0.00014525475421538846,0.8608992671966553,0.7486153459548951,768.2078838348391,1066.8855905532837,0.6365962553024291,204.5819080098766
w5284fa9,0.00011161678068395982,0.00029726551534045055,0.6623461914062501,0.6775128173828125,1511.996459960938,1312.809753417969,0.42354736328125003,137.27668654800434
w18b16aa,0.00010916563302927998,0.00019915643149345655,0.7908093261718749,0.39149200439453125,1526.0681152343752,1287.8204345703125,0.3561737060546875,225.5092376217966
w430272a,0.0002109838765133658,2.1775056449887286e-5,1.2297709846496583,0.49909725189208987,1410.5531692504885,1081.385612487793,0.8336165237426758,155.16266195332975
w2121301,0.0001538196145534248,0.00010975018814769738,1.3963262939453123,0.5298648071289063,1200.4791259765625,1157.0510864257817,0.32571960449218745,246.3587322843742
wb14ab17,7.453237676902383e-5,1.0441630256282811e-10,0.7490708923339844,0.39914329528808595,1125.8144378662112,1342.5300598144534,0.8559850311279297,216.39292049617393
wc59a729,6.451970645479337e-5,0.00037023838709110776,0.9637451171875,0.8757968139648437,1334.4024658203125,1182.0404052734375,0.9828393554687499,178.51905866872397
wcb4623a,5.7942934788421944e-5,0.00018446539960164464,0.6512601280212402,0.732002773284912,1459.3490600585938,2034.0124130249023,1.2041376495361327,225.03348595345173
w672a25c,7.507377963740648e-5,0.00014590242156305635,0.6709265136718751,1.0047131347656248,1514.422607421875,1437.7563476562498,1.4305871582031249,177.86394226328636
wf36c682,9.368707660220867e-5,3.15162949509671e-5,0.996253662109375,0.28577880859375004,996.1975097656253,1218.4326171875,0.47478759765625,184.546022684915
w5c58b96,5.2802714564813245e-5,0.000128567399424768,0.9881869506835937,0.7933169555664061,1798.76708984375,1388.0203247070312,1.2224237060546872,194.5745138751554
w397496b,0.00010649856353504302,0.00014909459995521382,0.8742559814453125,0.484818115234375,1389.4760131835942,1373.4634399414062,0.5156649780273438,245.77389572944853
w9376389,6.236664653299182e-5,0.00010884583832153916,1.1617855262756345,0.7458910369873046,2199.0814208984375,1902.6365280151367,1.0058838653564453,233.7910189289656
w158db17,0.0001083098535854041,0.0002086543725687778,0.7169758796691894,0.03963081359863281,1093.68314743042,1079.2172431945803,1.9999984169006346,144.14686286051838
w9864444,0.00014943023400938545,1.7106229601477494e-7,0.5442459106445312,0.32877105712890625,886.5356445312501,859.8480224609377,0.5939151000976562,177.63237119325152
w05e5ad5,3.5068878306209545e-5,7.041355154858101e-5,1.1923925781249998,0.8453124999999999,1059.2773437500002,1167.96875,0.6524365234374999,274.64836735729466
w6d23692,0.00011396269090350687,1.000281116787775e-10,0.533641357421875,0.6727996826171875,1358.9065551757812,1134.0026855468752,1.8073962402343748,311.7101810619557
we289943,0.00010655470519030416,0.00033099479696914723,0.9059771156311035,0.5861316299438476,1490.0701522827148,1018.320941925049,0.4786774444580078,227.38197930194283
w6f95ee3,0.00010794514772342599,0.0009777647473167112,1.1749902343749996,0.8138916015625001,2084.08203125,1536.7431640625002,0.7520166015624999,266.16131643159775
w6eb2a0a,5.657101802161159e-5,0.00016916168480507403,1.0852027511596678,1.1201811599731444,2656.4405441284184,1640.8400535583498,1.2155579376220702,173.54319485283864
w2424d8d,0.00013550583846287024,4.160453045834125e-10,1.0303634643554687,0.43813995361328123,945.2484130859377,1426.5960693359377,0.9252847290039062,161.3567093538058
