wid,d,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
wcb4623a,6.60570661865352e-5,0.8927516395211285,0.4334464220195446,944.9618331256261,1638.478533350519,1682.8595283779603,5,95,3388.488441213923,BADS
w672a25c,0.003595352373681722,0.011781605124625703,0.0012221908929260456,3338.121158839536,1763.9041174912732,1594.7272007049621,5,89,3211.8975832585847,BADS
wf36c682,8.169540223655709e-5,0.7164274888783945,0.47193685724650436,717.7025729400668,540.70434066779,1633.87696844491,5,95,3290.5233213478227,BADS
w5c58b96,6.532565008469817e-5,1.2032176252733915,0.5826550475554542,1322.4072653334588,708.3925343118608,1470.3052321784169,5,83,2962.7046673958166,BADS
w397496b,8.706319071004166e-5,0.7112395308151994,0.5955788012418267,876.2255649476546,621.0306743956609,2487.239237856112,5,145,4999.362144424327,BADS
w9376389,5.8004371651104e-5,1.1293328977920463,0.6301581328138126,1686.8538667506073,1246.1684842448446,1584.322412411334,5,87,3190.974365415941,BADS
w158db17,8.730720981722262e-5,0.7701562052818598,0.3104137679846144,932.1674303032523,420.8314762237932,1562.081596288003,5,95,3146.932577034009,BADS
w9864444,8.023602495907293e-5,0.5081657431116045,0.32250713069707787,681.2290908031249,321.9883768060519,2359.685618999124,5,145,4744.254906710351,BADS
w05e5ad5,0.00266017706821663,0.017488545179367113,0.0010000085830689175,2959.634375572204,1953.887057304382,1662.9807337055565,5,90,3348.4605157627643,BADS
w6d23692,6.856333567834833e-5,0.7290566781954839,0.4770757123854128,782.86906646681,495.8274166565386,2453.3658447734133,5,140,4931.439901659873,BADS
we289943,8.958083278053947e-5,0.7903694351651428,0.43656284598134815,912.8610765833337,508.76579714199715,2380.4230933981253,5,141,4785.589986248141,BADS
w6f95ee3,9.498774667925052e-5,1.0715332745420163,0.5856338628262164,1246.340453022276,873.9642444386844,2488.152979279622,5,145,5001.189627271347,BADS
w6eb2a0a,5.745884280386567e-5,1.2220252110317598,0.5697694118985965,2205.1343563052797,1144.2747891353065,1331.9666267297264,5,75,2685.520694027134,BADS
w2424d8d,9.653570988407002e-5,0.7608880688505633,0.4954668300504636,802.7158652246726,625.9341335202407,1669.0503248130335,5,99,3361.07624887674,BADS
