wid,d,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
wf63b737,8.740999384542809e-5,0.9322919468106239,0.5012854964016281,1023.675193979912,662.6161735846066,1425.158247879383,5,84,2872.4705797529828,BADS
w4ff13f3,7.772506660030615e-5,1.0331551006642985,0.4165062068943098,705.4760028004691,455.2211480098776,1518.8313080383798,5,90,3060.161664428411,BADS
w313d7aa,7.468860420870485e-5,0.981086189996887,0.38006514388841767,758.5624525506544,565.46308013842,2389.812565819977,5,138,4804.2614000657395,BADS
w0e2f500,0.0029749252604085482,0.002043672923682643,0.02391248855441521,2081.6903863393236,1858.811446042091,1593.783727317284,5,89,3210.0106364832286,BADS
waedfc9c,7.332151786394502e-5,0.6374905573483557,0.45545581749640407,926.7805345822123,865.8987449482082,1590.598336574188,5,93,3203.859670614142,BADS
w96b09fe,7.890659503665362e-5,1.020448099290952,0.5903308484540322,1070.1425256906077,699.7785111539996,1666.3639304537992,5,95,3355.497245365601,BADS
w9ff051d,7.131011225185521e-5,0.9814959266345579,0.4680359028026214,2035.2031786638574,756.6375891804453,1650.688327014826,5,94,3324.093127941002,BADS
wdcfc216,6.422154310711123e-5,0.6973457844217773,0.32477671647211537,1173.8005794701166,597.9081096360458,1597.1759653195024,5,94,3217.068404550355,BADS
w4a3c9b0,7.320465017278232e-5,1.1794414889812468,0.39562650084495543,696.4610815048218,611.2716317176817,2152.958942208892,5,125,4330.059453104295,BADS
wde62b3d,7.26792179293392e-5,0.7765218608826643,0.514231502177141,591.4208568985117,469.86669139427016,1603.6157147496958,5,92,3229.840372384637,BADS
w5284fa9,0.0001011121414795739,0.6097924623903963,0.5995429343419528,1150.480619096197,724.6251896009198,1591.9963856760191,5,95,3206.762155810041,BADS
w18b16aa,8.805531077917503e-5,0.6490366840362548,0.5056844997406006,916.7383193969724,568.1181907653806,2394.604115912172,5,141,4813.952031276234,BADS
w430272a,0.00010475350755968772,0.9371028246791684,0.5116872762105777,898.4497020748676,604.3233581323874,1606.6662254391606,5,95,3236.101835336324,BADS
w2121301,9.021574469709197e-5,0.6907760235702768,0.6083201047848729,676.7189193883836,597.8018905776366,2448.3631959066174,5,144,4921.575458311115,BADS
wb14ab17,6.0648185326887455e-5,0.7919398544772956,0.2589371823962438,646.0971302414234,894.9787482029932,1625.275956882756,5,94,3273.268387676862,BADS
wc59a729,7.93935907821294e-5,0.9699766673626754,0.4823453222037097,1050.7259583707764,670.0960646360727,1643.6680550733658,5,95,3310.1054946047343,BADS
wcb4623a,6.570901853431382e-5,0.8736366271180304,0.45162043187803647,997.8011421895642,1603.7918147951132,1682.450475958291,5,95,3387.6703363745846,BADS
w672a25c,7.744374886961512e-5,0.8606436449277183,0.6615205930217648,1082.299283243385,787.0656274676903,1546.7924026911355,5,89,3116.0279872309316,BADS
wf36c682,8.660488743545265e-5,0.7189666251612573,0.5021401212743354,723.2810719673579,518.2222213178759,1634.4880601834482,5,95,3291.745504824899,BADS
w5c58b96,6.644502046746174e-5,1.1726953309774397,0.5696719780564308,1433.7232828140259,693.4910953044891,1470.3839514099066,5,83,2962.862105858796,BADS
w397496b,8.69568271492053e-5,0.724278960363008,0.5907819140981883,883.4744383580983,633.1128309946506,2487.3037138092723,5,145,4999.491096330647,BADS
w9376389,5.894351145415837e-5,1.0862144371162115,0.666459426438085,1755.4411631431094,1180.3507805519016,1583.2908623920198,5,87,3188.9112653773127,BADS
w158db17,9.114947851234432e-5,0.7672487560132755,0.3106193540611662,930.9732449301123,420.43317301745424,1561.4551818256034,5,95,3145.6797481092094,BADS
w9864444,8.76788326053127e-5,0.5341391870221844,0.3605453005967024,659.5484801763404,315.84598991026934,2358.5555243521926,5,145,4741.994717416488,BADS
w05e5ad5,0.0024028453258721867,0.01904635946967576,0.0010000159370838581,3154.68592712964,1952.2964448942273,1662.8378627892016,5,90,3348.1747739300545,BADS
w6d23692,6.904034038252733e-5,0.7305316151678563,0.48295396722853184,752.8015941381454,491.2843279540538,2454.5126474261915,5,140,4933.733506965429,BADS
we289943,9.110799637212972e-5,0.7423110019207405,0.42101303470671014,1005.8096640069036,497.0147391933692,2377.475618263087,5,141,4779.695035978065,BADS
w6f95ee3,9.827547683474705e-5,1.1182415897585452,0.6047909158468247,1214.0696171671152,828.2002514228224,2486.989801401338,5,145,4998.863271514779,BADS
w6eb2a0a,6.056713371771537e-5,1.2478863233081812,0.6035990659432877,2105.6874417938047,1096.248533411483,1332.1270728716754,5,75,2685.841586311032,BADS
w2424d8d,9.157724523588085e-5,0.7958973517395498,0.47461665726748375,741.0585672540946,615.9928147990739,1670.4622347736472,5,99,3363.9000687979674,BADS
