pda,ana,mean_ll,diff
-18.87300618274321,-18.881067532159534,-18.877036857451372,0.008061349416323083
-18.53437746861666,-18.569054249514586,-18.551715859065624,0.03467678089792514
-16.680288911500543,-16.513735454672535,-16.59701218308654,-0.1665534568280087
-19.449425109601393,-19.100158474922353,-19.274791792261873,-0.34926663467904007
-20.963001022527457,-20.93569635194585,-20.949348687236654,-0.027304670581607127
-16.376897634743415,-16.321146200776184,-16.3490219177598,-0.05575143396723092
-14.709998004123834,-14.541837808385148,-14.625917906254491,-0.168160195738686
-19.01851265598442,-19.396478150379757,-19.207495403182087,0.3779654943953368
-16.097605230099614,-15.904435974087981,-16.001020602093796,-0.19316925601163248
-20.141655251838497,-20.825775840500537,-20.483715546169517,0.6841205886620401
-19.707070648464956,-19.98170088107218,-19.844385764768568,0.2746302326072225
-15.649880133241938,-15.291223629947648,-15.470551881594794,-0.35865650329428966
-16.171321865817653,-16.271600510371673,-16.221461188094665,0.10027864455402025
-18.13061539586492,-18.211598243063005,-18.17110681946396,0.08098284719808646
-17.858872931062333,-17.81461794395551,-17.836745437508924,-0.04425498710682163
-14.996581951010352,-14.962561956785299,-14.979571953897825,-0.034019994225053196
-16.221936928177666,-16.34614161574531,-16.28403927196149,0.12420468756764436
-16.968532515261984,-17.027892139008213,-16.9982123271351,0.05935962374622861
-18.433516739396207,-18.3664676822391,-18.399992210817654,-0.06704905715710652
-17.738121925577424,-17.629972847076463,-17.684047386326945,-0.10814907850096134
-20.271798036655913,-19.71679607090168,-19.994297053778794,-0.5550019657542329
-16.492259079519553,-16.503071884248047,-16.4976654818838,0.010812804728494996
-15.199220375319333,-15.34056187424,-15.269891124779667,0.14134149892066716
-17.29021953493404,-17.313569418950983,-17.30189447694251,0.0233498840169446
-16.446230595365822,-16.358126472483534,-16.402178533924676,-0.08810412288228875
-17.100424467834603,-17.02509807892065,-17.062761273377625,-0.07532638891395393
-15.994821581120739,-15.906793479577994,-15.950807530349365,-0.08802810154274532
-19.742735391683258,-19.145254793459394,-19.443995092571328,-0.5974805982238642
-18.371451589864442,-18.281055937553358,-18.3262537637089,-0.09039565231108426
-15.083646118310465,-15.020513281654111,-15.052079699982288,-0.06313283665635439
-16.870736155773447,-16.921734046612734,-16.896235101193092,0.05099789083928741
-18.39904327398008,-18.14770200107656,-18.27337263752832,-0.25134127290352026
-15.925521660480031,-15.780290125989932,-15.852905893234983,-0.14523153449009918
-16.402561506521067,-16.374924518383366,-16.388743012452217,-0.02763698813770077
-22.235688738130467,-22.425479976149028,-22.33058435713975,0.1897912380185609
-16.205481604508506,-16.196048528035362,-16.200765066271934,-0.009433076473143842
-18.178499590672967,-18.146237726361754,-18.16236865851736,-0.03226186431121292
-16.790718576364068,-16.885085942082377,-16.83790225922322,0.09436736571830906
